# reform1990.tsv
#
# Old/new spelling pairs from the 1990 French orthographic reform
# ("Rectifications orthographiques du français"), sourced from the French
# Wiktionnaire annex page "Annexe:Rectifications orthographiques du français
# en 1990" (https://fr.wiktionary.org/wiki/Annexe:Rectifications_orthographiques_du_fran%C3%A7ais_en_1990,
# CC BY-SA) and cross-checked against the reform's own rule text (exceptions
# such as sûr/sûre keeping the circumflex are documented in that same page).
#
# Coverage: category 5 (accent grave replacing aigu, e.g. événement -> évènement),
# category 6 (circumflex removed from i/u, e.g. boîte -> boite), category 7 (tréma
# repositioned/added, e.g. aiguë -> aigüe), category 9 (-illier/-illière loses its "i",
# e.g. quincaillier -> quincailler), category 10 (-olle/-otter consonant doubling
# reduced, e.g. cocotter -> cocoter), category 12 (autres rectifications, a grab-bag of
# idiosyncratic per-word fixes, e.g. nénuphar -> nénufar) are populated here as sourced
# old/new pairs. Category 8 (-eler/-eter verb conjugation, e.g. amoncelle -> amoncèle)
# is NOT a static pair table -- it's implemented programmatically in lexique.py
# (loadElerEterQualifyingVerbs()) since it covers ~124 verbs generatively from Verbiste
# conjugation data rather than needing each conjugated form listed individually; see
# scratch/reform1990/STATUS.md for that mechanism's sourcing and validation, including a
# known gap (interpeller/interpeler, documented as an exception row below).
# Categories 2/4 (pluriels de mots composés, mots soudés) are NOT represented: ALL of
# their target words are hyphenated compounds, and hyphenated words never survive
# lexique.py's syllable-breakdown filter into LexiqueMixte.tsv at all (confirmed: 0
# hyphenated rows in the committed output), so there is nothing for an ortho-rewrite
# mechanism to touch even if built. Two categories (numéraux composés, participe passé de
# "laisser") are phrase/syntax-level rules with no row-level hook in a word lexicon at
# all -- see the two placeholder rows at the end, kept for completeness only.
#
# Category 3 (mots empruntés/loanwords) splits into two independent sub-categories,
# since a loanword can need either, both, or neither:
#   - "mots_empruntes_accent" -- the reform adds a French accent to a bare loanword
#     letter (e.g. arboretum -> arborétum). Mechanically identical to the other
#     accent-diacritic categories above: a single-character substitution/insertion,
#     appliesToOrthoRewrite=true, generalizes across the word's whole family exactly
#     like circonflexe/accent_grave/trema. Old spellings were found by trying every
#     accent-stripping of the sourced new spelling and checking corpus attestation
#     (scratch/reform1990/cat3_extract.py), same "corpus already has both spellings"
#     philosophy as the other categories.
#   - "mots_empruntes_pluriel" -- the reform regularizes an irregular/foreign plural to
#     a plain French "-s" (e.g. un match, des matches -> des matchs). This is NOT a
#     single-character edit (barmen -> barmans, curricula -> curriculums are whole-suffix
#     replacements) and does NOT touch the singular row at all -- appliesToPluralRewrite
#     is a separate boolean/mechanism (lexique.py's loadReform1990PluralRewrites()) that
#     does a literal ortho match-and-replace restricted to number=="p" rows. Pairs were
#     only accepted where Lexique383 already has BOTH the reform's stated new plural
#     (from the Wiktionnaire subpage) AND some other, differing plural spelling under the
#     same lemme+number="p" (that differing spelling is the corpus's actual irregular
#     plural, not guessed) -- same "both independently attested" discipline as the rest
#     of this file, plus a gramCat/gender check per pair (see bêtasses/nues below for the
#     two danger cases that check caught).
#
# appliesToOrthoRewrite's transform is a single-character edit (substitution, deletion,
# OR insertion -- see lexique.py's computeSingleEditRule()) applied to a word's whole
# family (every corpus row sharing its lemme, or its exact ortho as a fallback for
# irregular forms like participles). Pairs needing a multi-character edit (e.g.
# nénuphar/nénufar's "ph"->"f", not a single insertion/deletion) are recorded here for
# completeness but NOT automated -- appliesToOrthoRewrite=False with a note explaining
# why, same treatment as an unattested pair.
#
# Candidate pairs were only accepted here when BOTH the old and new spelling
# are independently attested as real words in resources/Lexique383.tsv (see
# scratch/reform1990/match_reform_pairs.py's weighted-edit-distance matcher)
# -- a reform spelling that never appears in the corpus can't cause a lemma
# clash in lexique.py either way, so it's out of scope for
# appliesToLemmeNormalization/appliesToOrthoRewrite even when the pair is
# real (see category "trema").
#
# appliesToLemmeNormalization=true rows are the ones lexique.py's optional
# APPLY_1990_REFORM_LEMMES pass (see spellingVariantLemme) merges old->new.
# appliesToOrthoRewrite=true rows are the ones lexique.py's optional
# APPLY_1990_REFORM_ORTHO pass rewrites in place -- every corpus row whose
# ortho/lemme belongs to that word's family gets its ortho (and orthosyll_cv)
# updated to the new spelling, not just rows that already collide with an
# existing new-spelling row. This is what makes LexiqueMixte.tsv generative
# under the new norm instead of merely collision-free.
# appliesToPluralRewrite=true rows are the ones lexique.py's optional
# APPLY_1990_REFORM_EMPRUNT_PLURIEL pass rewrites -- a literal ortho match-and-replace
# on number=="p" rows only (oldSpelling here IS the full irregular plural form, not a
# lemme or a singular). Independent of the other three flags.
# isException=true rows must NOT be merged or rewritten -- either a
# documented reform exception (sûr/sûre keeps its circumflex) or a homograph
# collision with an unrelated, more common word (mûre/mure, fût/fut,
# faîte/faite) found during manual review, since automatic gramCat-overlap
# filtering proved unreliable (it both missed real collisions and flagged
# genuine pairs as false positives -- see scratch/reform1990/STATUS.md for
# the full comparison).
#
oldSpelling	newSpelling	category	appliesToLemmeNormalization	appliesToOrthoRewrite	appliesToPluralRewrite	isException	note
appas	appâts	autres_rectifications	False	False	False	False	needs a multi-character edit, not automated by the single-edit ortho-rewrite mechanism
asseoir	assoir	autres_rectifications	False	True	False	False	
besicles	bésicles	autres_rectifications	True	True	False	False	
billeterie	billèterie	autres_rectifications	False	False	False	False	neither spelling present in Lexique383 corpus
bizuth	bizut	autres_rectifications	True	True	False	False	
bonhomie	bonhommie	autres_rectifications	False	True	False	False	
bonneterie	bonnèterie	autres_rectifications	False	True	False	False	
boursouflage	boursoufflage	autres_rectifications	False	False	False	False	neither spelling present in Lexique383 corpus
boursouflement	boursoufflement	autres_rectifications	False	True	False	False	
boursoufler	boursouffler	autres_rectifications	False	True	False	False	
boursouflure	boursoufflure	autres_rectifications	False	True	False	False	
briqueterie	briquèterie	autres_rectifications	False	True	False	False	
buffleterie	bufflèterie	autres_rectifications	False	True	False	False	
cacahuète	cacahouète	autres_rectifications	True	True	False	False	
cahute	cahutte	autres_rectifications	False	True	False	False	
chariot	charriot	autres_rectifications	False	True	False	False	
chariotage	charriotage	autres_rectifications	False	False	False	False	neither spelling present in Lexique383 corpus
chariotée	charriotée	autres_rectifications	False	False	False	False	neither spelling present in Lexique383 corpus
charioter	charrioter	autres_rectifications	False	False	False	False	neither spelling present in Lexique383 corpus
combatif	combattif	autres_rectifications	False	True	False	False	
combativité	combattivité	autres_rectifications	False	True	False	False	
cuissot	cuisseau	autres_rectifications	False	False	False	False	needs a multi-character edit, not automated by the single-edit ortho-rewrite mechanism
dessiller	déciller	autres_rectifications	False	False	False	False	needs a multi-character edit, not automated by the single-edit ortho-rewrite mechanism
dentelière	dentelier	autres_rectifications	False	False	False	False	needs a multi-character edit, not automated by the single-edit ortho-rewrite mechanism
disaccharide	disaccaride	autres_rectifications	False	False	False	False	neither spelling present in Lexique383 corpus
dissous	dissout	autres_rectifications	False	False	False	False	handled by the same gram_cat=="VER"-gated mechanism as absous/absout (APPLY_1990_REFORM_ABSOUS_DISSOUS) -- see that row's note. Confirmed minimal/unconditional by OQLF: "dissout, p. p. -- Du verbe dissoudre". Lexique383's separate ADJ-tagged "dissous" row is masculine PLURAL (not singular like absous's ADJ row) -- deliberately left untouched, since neither OQLF nor any source consulted confirms whether the correct reformed plural is "dissouts" or unchanged "dissous".
douceâtre	douçâtre	autres_rectifications	False	False	False	False	needs a multi-character edit, not automated by the single-edit ortho-rewrite mechanism
embatre	embattre	autres_rectifications	False	False	False	False	old spelling not present in Lexique383 corpus, nothing to rewrite (new spelling already the only one attested)
eczéma	exéma	autres_rectifications	False	False	False	False	needs a multi-character edit, not automated by the single-edit ortho-rewrite mechanism
eczémateux	exémateux	autres_rectifications	False	False	False	False	needs a multi-character edit, not automated by the single-edit ortho-rewrite mechanism
féerie	féérie	autres_rectifications	False	True	False	False	
féerique	féérique	autres_rectifications	False	True	False	False	
féeriquement	féériquement	autres_rectifications	False	True	False	False	
fjord	fiord	autres_rectifications	True	True	False	False	
gailleterie	gaillèterie	autres_rectifications	False	False	False	False	neither spelling present in Lexique383 corpus
ghilde	guilde	autres_rectifications	False	False	False	False	old spelling not present in Lexique383 corpus, nothing to rewrite (new spelling already the only one attested)
gangréneuse	gangréneux	autres_rectifications	False	False	False	False	needs a multi-character edit, not automated by the single-edit ortho-rewrite mechanism
gelinotte	gélinotte	autres_rectifications	True	True	False	False	
gobeleterie	gobelèterie	autres_rectifications	False	False	False	False	neither spelling present in Lexique383 corpus
graineterie	grainèterie	autres_rectifications	False	True	False	False	
guillemeter	guilleméter	autres_rectifications	False	False	False	False	neither spelling present in Lexique383 corpus
homœo-	homéo-	autres_rectifications	False	False	False	False	neither spelling present in Lexique383 corpus
imbécillité	imbécilité	autres_rectifications	False	True	False	False	
innomé	innommé	autres_rectifications	False	False	False	False	old spelling not present in Lexique383 corpus, nothing to rewrite (new spelling already the only one attested)
levraut	levreau	autres_rectifications	False	False	False	False	needs a multi-character edit, not automated by the single-edit ortho-rewrite mechanism
lunettier	lunetier	autres_rectifications	False	False	False	False	old spelling not present in Lexique383 corpus, nothing to rewrite (new spelling already the only one attested)
mah-jong	majong	autres_rectifications	False	False	False	False	needs a multi-character edit, not automated by the single-edit ortho-rewrite mechanism
marqueterie	marquèterie	autres_rectifications	False	True	False	False	
messeoir	messoir	autres_rectifications	False	False	False	False	neither spelling present in Lexique383 corpus
monosaccharide	monosaccaride	autres_rectifications	False	False	False	False	neither spelling present in Lexique383 corpus
mousqueterie	mousquèterie	autres_rectifications	False	True	False	False	
nénuphar	nénufar	autres_rectifications	False	False	False	False	needs a multi-character edit, not automated by the single-edit ortho-rewrite mechanism
oignon	ognon	autres_rectifications	True	True	False	False	
oignonade	ognonade	autres_rectifications	False	False	False	False	neither spelling present in Lexique383 corpus
oignonière	ognonière	autres_rectifications	False	False	False	False	neither spelling present in Lexique383 corpus
oléosaccharure	oléosaccarure	autres_rectifications	False	False	False	False	neither spelling present in Lexique383 corpus
paneterie	panèterie	autres_rectifications	False	False	False	False	neither spelling present in Lexique383 corpus
papeterie	papèterie	autres_rectifications	False	True	False	False	
parqueterie	parquèterie	autres_rectifications	False	False	False	False	neither spelling present in Lexique383 corpus
persiflage	persifflage	autres_rectifications	False	True	False	False	
persifler	persiffler	autres_rectifications	False	True	False	False	
persifleur	persiffleur	autres_rectifications	False	True	False	False	
phœnix	phénix	autres_rectifications	False	False	False	False	old spelling not present in Lexique383 corpus, nothing to rewrite (new spelling already the only one attested)
polysaccharide	polysaccaride	autres_rectifications	False	True	False	False	
prunellier	prunelier	autres_rectifications	False	True	False	False	
punch	ponch	autres_rectifications	False	True	False	False	
québecois	québécois	autres_rectifications	False	False	False	False	old spelling not present in Lexique383 corpus, nothing to rewrite (new spelling already the only one attested)
rasseoir	rassoir	autres_rectifications	False	True	False	False	
receleur	recéleur	autres_rectifications	False	True	False	False	
recepage	recépage	autres_rectifications	False	False	False	False	old spelling not present in Lexique383 corpus, nothing to rewrite (new spelling already the only one attested)
recepée	recépée	autres_rectifications	False	False	False	False	neither spelling present in Lexique383 corpus
relais	relai	autres_rectifications	False	True	False	False	
repartie	répartie	autres_rectifications	False	False	False	True	excluded, confirmed permanently out of scope (not just unresearched): the OQLF's Banque de dépannage linguistique (fetched 2026-09-16) confirms this pair is SENSE-RESTRICTED -- "répartie, n. f. -- Au sens de «réplique, réponse orale» -- Ou selon la prononciation : repartie" -- i.e. only the rare "witty retort" sense of répartie is affected, not the (unrelated) feminine past participle of repartir ("left again") that happens to share the same spelling. Lexique383 has no sense-level tagging (only ortho/lemme/gramCat), so there's no way to tell which corpus occurrences are eligible; excluded on principle, not for lack of research time.
repartir	répartir	autres_rectifications	False	False	False	True	excluded, confirmed permanently out of scope (not just unresearched): OQLF confirms the same sense restriction as répartie/repartie above -- "répartir, v. -- Au sens de «répliquer» -- Tous les temps du verbe aussi touchés -- Ou selon la prononciation : repartir" -- i.e. only the rare, archaic "to retort" sense of répartir is affected, NOT its common "to distribute" sense, and NOT the unrelated verb repartir ("to leave again"). Lexique383 has no sense-level tagging to distinguish which "répartir" corpus rows (overwhelmingly the "distribute" sense) would be eligible; excluded on principle.
robinetier	robinétier	autres_rectifications	False	False	False	False	neither spelling present in Lexique383 corpus
sorgho	sorgo	autres_rectifications	False	True	False	False	
sotie	sottie	autres_rectifications	False	True	False	False	
surseoir	sursoir	autres_rectifications	False	True	False	False	
téocali	téocalli	autres_rectifications	False	False	False	False	neither spelling present in Lexique383 corpus
toquade	tocade	autres_rectifications	False	False	False	False	needs a multi-character edit, not automated by the single-edit ortho-rewrite mechanism
toquante	tocante	autres_rectifications	False	False	False	False	needs a multi-character edit, not automated by the single-edit ortho-rewrite mechanism
toquard	tocard	autres_rectifications	False	False	False	False	needs a multi-character edit, not automated by the single-edit ortho-rewrite mechanism
trompeter	trompéter	autres_rectifications	False	True	False	False	
vantail	ventail	autres_rectifications	True	True	False	False	
vilenie	vilénie	autres_rectifications	False	True	False	False	
saccharine	saccarine	autres_rectifications	False	True	False	False	
saccharose	saccarose	autres_rectifications	False	True	False	False	
interpeller	interpeler	autres_rectifications	True	False	False	False	handled by a dedicated one-off mechanism in lexique.py (APPLY_1990_REFORM_INTERPELER/INTERPELER_FIXED_FORMS), not the generic single-edit ortho-rewrite or category-8 -eler mechanisms -- see lexique.py's comment above that flag for the full reasoning. Confirmed against the OQLF's Banque de dépannage linguistique (authoritative per-word note): every form loses one "l" except the présent/subjonctif/impératif stressed forms (interpelle/interpellent) and futur/conditionnel forms built on them, which keep the double consonant (appeler-style exception), not the grave-accent regularization the primary JO report text alone would suggest. appliesToLemmeNormalization=True is safe and independent (merges the lemme once both spellings coexist, same as every other row).
(n/a)	(n/a)	numeraux_composes	False	False	False	False	phrase-level rule (hyphenates multi-word number phrases, e.g. "cent vingt et un" -> "cent-vingt-et-un") -- no single-lexicon-entry hook, out of scope for lexique.py
(n/a)	(n/a)	participe_passe_laisser	False	False	False	False	sentence-level grammatical agreement rule ("laissé" invariable before an infinitive) -- not a spelling variant of any lexicon entry, out of scope for lexique.py
allegretto	allégretto	mots_empruntes_accent	False	True	False	False	
allegro	allégro	mots_empruntes_accent	False	True	False	False	
arboretum	arborétum	mots_empruntes_accent	False	True	False	False	
azulejo	azuléjo	mots_empruntes_accent	False	True	False	False	
beluga	béluga	mots_empruntes_accent	False	True	False	False	
bolchevique	bolchévique	mots_empruntes_accent	False	True	False	False	
bolchevisme	bolchévisme	mots_empruntes_accent	False	True	False	False	
bolcheviste	bolchéviste	mots_empruntes_accent	False	True	False	False	
brasero	braséro	mots_empruntes_accent	False	True	False	False	
cameraman	caméraman	mots_empruntes_accent	False	True	False	False	
chistera	chistéra	mots_empruntes_accent	False	True	False	False	
condottiere	condottière	mots_empruntes_accent	False	True	False	False	
credo	crédo	mots_empruntes_accent	False	True	False	False	
decrescendo	décrescendo	mots_empruntes_accent	False	True	False	False	
desperado	despérado	mots_empruntes_accent	False	True	False	False	
diesel	diésel	mots_empruntes_accent	False	True	False	False	
djebel	djébel	mots_empruntes_accent	False	True	False	False	
ego	égo	mots_empruntes_accent	False	True	False	False	
exeat	exéat	mots_empruntes_accent	False	True	False	False	
exequatur	exéquatur	mots_empruntes_accent	False	True	False	False	
favela	favéla	mots_empruntes_accent	False	True	False	False	
fedayin	fédayin	mots_empruntes_accent	False	True	False	False	
ganaderia	ganadéria	mots_empruntes_accent	False	True	False	False	
guérillero	guérilléro	mots_empruntes_accent	False	True	False	False	
impedimenta	impédimenta	mots_empruntes_accent	False	True	False	False	
imperium	impérium	mots_empruntes_accent	False	True	False	False	
impresario	imprésario	mots_empruntes_accent	False	True	False	False	
jamboree	jamborée	mots_empruntes_accent	False	True	False	False	
legato	légato	mots_empruntes_accent	False	True	False	False	
marketing	markéting	mots_empruntes_accent	False	True	False	False	
media	média	mots_empruntes_accent	False	True	False	False	
mesa	mésa	mots_empruntes_accent	False	True	False	False	
moderato	modérato	mots_empruntes_accent	False	True	False	False	
muleta	muléta	mots_empruntes_accent	False	True	False	False	
paseo	paséo	mots_empruntes_accent	False	True	False	False	
penalty	pénalty	mots_empruntes_accent	False	True	False	False	
perestroïka	pérestroïka	mots_empruntes_accent	False	True	False	False	
peso	péso	mots_empruntes_accent	False	True	False	False	
phylloxera	phylloxéra	mots_empruntes_accent	False	True	False	False	
pizzeria	pizzéria	mots_empruntes_accent	False	True	False	False	
placebo	placébo	mots_empruntes_accent	False	True	False	False	
proscenium	proscénium	mots_empruntes_accent	False	True	False	False	
reflex	réflex	mots_empruntes_accent	False	True	False	False	
revolver	révolver	mots_empruntes_accent	False	True	False	False	
romancero	romancéro	mots_empruntes_accent	False	True	False	False	
satisfecit	satisfécit	mots_empruntes_accent	False	True	False	False	
select	sélect	mots_empruntes_accent	False	True	False	False	
